date,customer_id,amount,category
2026-07-03,CUST0002,233.07,Saree
2026-07-03,CUST0150,271.32,Saree
2026-07-03,CUST0104,214.6,Saree
2026-07-03,CUST0039,212.76,Saree
2026-07-03,CUST0152,300.11,Shirts
2026-07-03,CUST0153,298.76,Kids Wear
2026-07-03,CUST0107,216.16,Kurta
2026-07-03,CUST0037,228.87,Trousers
2026-07-03,CUST0113,282.42,Trousers
2026-07-03,CUST0045,255.55,Ethnic Wear
2026-07-03,CUST0034,245.32,Shirts
2026-07-04,CUST0151,309.86,Saree
2026-07-04,CUST0071,271.34,Trousers
2026-07-04,CUST0143,259.94,Saree
2026-07-04,CUST0037,228.38,Saree
2026-07-04,CUST0092,303.0,Trousers
2026-07-04,CUST0034,213.57,Kurta
2026-07-04,CUST0033,208.23,Kids Wear
2026-07-04,CUST0109,247.06,Shirts
2026-07-04,CUST0088,250.64,Saree
2026-07-04,CUST0036,252.85,Shirts
2026-07-04,CUST0043,246.83,Ethnic Wear
2026-07-04,CUST0082,233.18,Kids Wear
2026-07-04,CUST0021,213.83,Saree
2026-07-04,CUST0071,197.13,Saree
2026-07-04,CUST0082,229.41,Kurta
2026-07-04,CUST0127,357.54,Trousers
2026-07-05,CUST0157,379.44,Ethnic Wear
2026-07-05,CUST0100,249.02,Saree
2026-07-05,CUST0086,243.94,Shirts
2026-07-05,CUST0006,236.46,Ethnic Wear
2026-07-05,CUST0102,238.84,Kids Wear
2026-07-05,CUST0047,212.9,Ethnic Wear
2026-07-05,CUST0017,244.63,Shirts
2026-07-05,CUST0027,206.43,Saree
2026-07-05,CUST0147,315.12,Saree
2026-07-05,CUST0145,306.41,Saree
2026-07-05,CUST0107,203.86,Kurta
2026-07-05,CUST0020,240.35,Kurta
2026-07-05,CUST0114,256.41,Saree
2026-07-05,CUST0002,223.84,Shirts
2026-07-05,CUST0071,239.33,Shirts
2026-07-06,CUST0090,251.28,Shirts
2026-07-06,CUST0021,211.55,Kids Wear
2026-07-06,CUST0104,247.88,Trousers
2026-07-06,CUST0161,290.67,Ethnic Wear
2026-07-06,CUST0053,247.84,Shirts
2026-07-06,CUST0095,247.88,Kids Wear
2026-07-06,CUST0101,331.32,Kids Wear
2026-07-06,CUST0096,261.35,Trousers
2026-07-06,CUST0120,200.56,Trousers
2026-07-06,CUST0095,263.39,Ethnic Wear
2026-07-06,CUST0035,258.85,Trousers
2026-07-06,CUST0112,227.12,Shirts
2026-07-06,CUST0061,253.97,Trousers
2026-07-06,CUST0053,262.08,Kids Wear
2026-07-06,CUST0152,228.33,Kurta
2026-07-06,CUST0132,294.27,Shirts
2026-07-06,CUST0103,249.27,Saree
2026-07-07,CUST0162,351.88,Ethnic Wear
2026-07-07,CUST0148,291.91,Kurta
2026-07-07,CUST0126,381.78,Kurta
2026-07-07,CUST0087,223.2,Kids Wear
2026-07-07,CUST0118,215.68,Kurta
2026-07-07,CUST0040,229.08,Ethnic Wear
2026-07-07,CUST0112,222.87,Trousers
2026-07-07,CUST0004,237.05,Saree
2026-07-07,CUST0052,292.87,Trousers
2026-07-07,CUST0111,188.32,Shirts
2026-07-07,CUST0099,252.16,Trousers
2026-07-07,CUST0083,194.68,Kurta
2026-07-07,CUST0077,251.99,Kurta
2026-07-07,CUST0069,262.22,Trousers
2026-07-07,CUST0004,236.61,Shirts
2026-07-07,CUST0034,217.12,Shirts
2026-07-07,CUST0034,208.06,Trousers
2026-07-08,CUST0047,256.31,Kurta
2026-07-08,CUST0086,215.19,Kids Wear
2026-07-08,CUST0093,239.66,Kids Wear
2026-07-08,CUST0095,218.46,Saree
2026-07-08,CUST0080,232.13,Trousers
2026-07-08,CUST0163,308.46,Shirts
2026-07-08,CUST0144,327.91,Saree
2026-07-08,CUST0157,290.64,Ethnic Wear
2026-07-08,CUST0104,184.37,Kurta
2026-07-08,CUST0109,247.62,Shirts
2026-07-08,CUST0153,335.63,Trousers
2026-07-08,CUST0001,250.85,Kurta
2026-07-08,CUST0074,218.71,Trousers
2026-07-08,CUST0136,317.76,Trousers
2026-07-08,CUST0134,373.1,Shirts
2026-07-08,CUST0015,236.14,Kurta
2026-07-08,CUST0129,330.29,Ethnic Wear
2026-07-08,CUST0078,240.41,Kids Wear
2026-07-08,CUST0101,216.74,Trousers
2026-07-08,CUST0006,288.6,Saree
2026-07-09,CUST0039,203.48,Kurta
2026-07-09,CUST0023,245.12,Saree
2026-07-09,CUST0087,279.14,Saree
2026-07-09,CUST0090,226.64,Trousers
2026-07-09,CUST0017,223.13,Trousers
2026-07-09,CUST0037,288.05,Trousers
2026-07-09,CUST0053,204.99,Trousers
2026-07-09,CUST0065,256.64,Trousers
2026-07-09,CUST0086,218.67,Kids Wear
2026-07-09,CUST0107,257.95,Shirts
2026-07-10,CUST0040,209.39,Trousers
2026-07-10,CUST0097,153.97,Trousers
2026-07-10,CUST0085,211.83,Saree
2026-07-10,CUST0066,266.67,Kurta
2026-07-10,CUST0057,222.89,Saree
2026-07-10,CUST0043,233.51,Shirts
2026-07-10,CUST0026,228.69,Shirts
2026-07-10,CUST0011,254.37,Trousers
2026-07-10,CUST0061,275.81,Saree
2026-07-10,CUST0042,197.02,Kurta
2026-07-10,CUST0075,260.81,Saree
2026-07-10,CUST0147,252.77,Trousers
2026-07-10,CUST0095,246.1,Trousers
2026-07-10,CUST0130,365.29,Ethnic Wear
2026-07-10,CUST0128,333.36,Ethnic Wear
2026-07-10,CUST0006,203.81,Trousers
2026-07-10,CUST0116,217.31,Kids Wear
2026-07-11,CUST0018,237.84,Ethnic Wear
2026-07-11,CUST0067,219.99,Kurta
2026-07-11,CUST0055,246.55,Trousers
2026-07-11,CUST0114,210.46,Shirts
2026-07-11,CUST0097,235.26,Ethnic Wear
2026-07-11,CUST0161,325.97,Ethnic Wear
2026-07-11,CUST0089,264.08,Shirts
2026-07-11,CUST0103,239.98,Kids Wear
2026-07-11,CUST0032,199.1,Shirts
2026-07-11,CUST0072,236.75,Trousers
2026-07-11,CUST0025,238.27,Saree
2026-07-11,CUST0114,224.0,Saree
2026-07-11,CUST0109,225.37,Shirts
2026-07-11,CUST0010,199.25,Kurta
2026-07-11,CUST0050,271.03,Kurta
2026-07-12,CUST0036,222.67,Ethnic Wear
2026-07-12,CUST0058,219.43,Trousers
2026-07-12,CUST0096,242.02,Ethnic Wear
2026-07-12,CUST0067,220.27,Kurta
2026-07-12,CUST0058,249.71,Ethnic Wear
2026-07-12,CUST0031,256.24,Trousers
2026-07-12,CUST0032,229.8,Ethnic Wear
2026-07-12,CUST0107,231.21,Kids Wear
2026-07-12,CUST0115,186.2,Kurta
2026-07-12,CUST0079,288.33,Ethnic Wear
2026-07-12,CUST0097,204.05,Ethnic Wear
2026-07-12,CUST0148,283.9,Trousers
2026-07-12,CUST0077,274.65,Trousers
2026-07-12,CUST0068,251.55,Kids Wear
2026-07-13,CUST0122,318.12,Shirts
2026-07-13,CUST0128,383.87,Kids Wear
2026-07-13,CUST0092,243.93,Trousers
2026-07-13,CUST0035,217.68,Trousers
2026-07-13,CUST0115,257.49,Kurta
2026-07-13,CUST0018,242.68,Trousers
2026-07-13,CUST0152,282.72,Ethnic Wear
2026-07-13,CUST0050,255.32,Saree
2026-07-13,CUST0091,250.74,Trousers
2026-07-13,CUST0054,214.28,Kurta
2026-07-13,CUST0070,221.0,Kurta
2026-07-13,CUST0160,334.54,Kurta
2026-07-14,CUST0132,317.64,Ethnic Wear
2026-07-14,CUST0160,243.26,Shirts
2026-07-14,CUST0141,248.98,Kurta
2026-07-14,CUST0050,229.95,Ethnic Wear
2026-07-14,CUST0046,248.68,Trousers
2026-07-14,CUST0098,266.94,Saree
2026-07-14,CUST0003,237.93,Ethnic Wear
2026-07-14,CUST0075,234.48,Kids Wear
2026-07-14,CUST0027,253.68,Ethnic Wear
2026-07-14,CUST0062,220.21,Shirts
2026-07-14,CUST0050,250.26,Kids Wear
2026-07-15,CUST0132,311.15,Kurta
2026-07-15,CUST0159,327.45,Kurta
2026-07-15,CUST0158,287.05,Trousers
2026-07-15,CUST0148,292.15,Kurta
2026-07-15,CUST0156,351.98,Saree
2026-07-15,CUST0018,287.31,Ethnic Wear
2026-07-15,CUST0011,214.54,Saree
2026-07-15,CUST0073,249.88,Saree
2026-07-15,CUST0117,237.42,Kurta
2026-07-15,CUST0080,231.75,Kurta
2026-07-15,CUST0060,243.1,Kids Wear
2026-07-15,CUST0093,227.24,Trousers
2026-07-15,CUST0050,235.53,Trousers
2026-07-15,CUST0087,252.05,Ethnic Wear
2026-07-15,CUST0063,255.34,Trousers
2026-07-15,CUST0078,255.64,Ethnic Wear
2026-07-15,CUST0095,262.47,Kurta
2026-07-15,CUST0054,229.56,Kurta
2026-07-15,CUST0056,267.64,Kurta
2026-07-16,CUST0054,250.71,Trousers
2026-07-16,CUST0045,236.9,Trousers
2026-07-16,CUST0137,325.09,Saree
2026-07-16,CUST0011,234.69,Kurta
2026-07-16,CUST0097,250.6,Kids Wear
2026-07-16,CUST0096,212.57,Kurta
2026-07-16,CUST0042,263.95,Trousers
2026-07-16,CUST0042,204.65,Trousers
2026-07-16,CUST0007,209.85,Trousers
2026-07-16,CUST0121,357.56,Ethnic Wear
2026-07-16,CUST0113,254.79,Kurta
2026-07-17,CUST0149,340.42,Ethnic Wear
2026-07-17,CUST0140,258.79,Kurta
2026-07-17,CUST0033,214.44,Ethnic Wear
2026-07-17,CUST0028,220.91,Kurta
2026-07-17,CUST0086,245.32,Shirts
2026-07-17,CUST0140,287.44,Kids Wear
2026-07-17,CUST0163,303.09,Kids Wear
2026-07-17,CUST0003,214.36,Saree
2026-07-17,CUST0032,231.32,Trousers
2026-07-17,CUST0006,259.38,Ethnic Wear
2026-07-17,CUST0100,218.07,Kids Wear
2026-07-17,CUST0031,226.97,Shirts
2026-07-18,CUST0078,241.09,Saree
2026-07-18,CUST0096,241.12,Saree
2026-07-18,CUST0092,217.04,Trousers
2026-07-18,CUST0100,222.33,Ethnic Wear
2026-07-18,CUST0040,223.22,Shirts
2026-07-18,CUST0004,240.8,Kids Wear
2026-07-18,CUST0074,198.8,Saree
2026-07-18,CUST0049,199.81,Kurta
2026-07-18,CUST0076,229.66,Saree
2026-07-18,CUST0122,335.32,Kurta
2026-07-19,CUST0099,271.88,Trousers
2026-07-19,CUST0129,352.67,Shirts
2026-07-19,CUST0135,292.14,Kids Wear
2026-07-19,CUST0059,232.28,Saree
2026-07-19,CUST0082,273.32,Ethnic Wear
2026-07-19,CUST0056,247.98,Kids Wear
2026-07-19,CUST0106,214.32,Kurta
2026-07-19,CUST0002,243.07,Ethnic Wear
2026-07-19,CUST0155,284.12,Ethnic Wear
2026-07-19,CUST0065,227.78,Saree
2026-07-19,CUST0088,256.44,Saree
2026-07-19,CUST0016,231.0,Ethnic Wear
2026-07-19,CUST0073,234.52,Ethnic Wear
2026-07-19,CUST0032,242.77,Shirts
2026-07-19,CUST0085,234.54,Kurta
2026-07-19,CUST0045,209.94,Kurta
2026-07-20,CUST0128,288.77,Ethnic Wear
2026-07-20,CUST0151,345.09,Trousers
2026-07-20,CUST0079,258.98,Saree
2026-07-20,CUST0142,300.35,Ethnic Wear
2026-07-20,CUST0113,247.45,Kurta
2026-07-20,CUST0120,235.61,Shirts
2026-07-20,CUST0110,215.67,Trousers
2026-07-20,CUST0097,271.28,Kurta
2026-07-20,CUST0076,237.44,Trousers
2026-07-20,CUST0056,235.31,Ethnic Wear
2026-07-20,CUST0100,240.6,Kurta
2026-07-20,CUST0104,224.97,Kids Wear
2026-07-20,CUST0084,252.25,Trousers
2026-07-20,CUST0023,245.04,Saree
2026-07-21,CUST0139,269.15,Saree
2026-07-21,CUST0072,221.86,Ethnic Wear
2026-07-21,CUST0093,181.9,Kurta
2026-07-21,CUST0025,220.02,Shirts
2026-07-21,CUST0002,214.01,Kurta
2026-07-21,CUST0113,289.75,Saree
2026-07-21,CUST0034,239.58,Trousers
2026-07-21,CUST0028,256.81,Kurta
2026-07-21,CUST0042,215.82,Trousers
2026-07-21,CUST0157,326.97,Ethnic Wear
2026-07-21,CUST0141,383.87,Ethnic Wear
2026-07-21,CUST0113,214.79,Trousers
2026-07-21,CUST0004,288.83,Kurta
2026-07-22,CUST0125,336.34,Shirts
2026-07-22,CUST0121,366.82,Trousers
2026-07-22,CUST0163,353.15,Ethnic Wear
2026-07-22,CUST0061,216.02,Saree
2026-07-22,CUST0090,280.79,Kurta
2026-07-22,CUST0063,238.76,Kurta
2026-07-22,CUST0003,243.54,Shirts
2026-07-22,CUST0029,281.9,Kurta
2026-07-22,CUST0032,258.76,Trousers
2026-07-22,CUST0075,220.58,Kurta
2026-07-22,CUST0071,212.54,Kurta
2026-07-22,CUST0055,247.3,Kids Wear
2026-07-22,CUST0071,201.99,Trousers
2026-07-22,CUST0040,264.49,Trousers
2026-07-22,CUST0016,223.27,Saree
2026-07-22,CUST0041,192.17,Shirts
2026-07-23,CUST0038,236.17,Trousers
2026-07-23,CUST0023,223.75,Trousers
2026-07-23,CUST0090,238.01,Kids Wear
2026-07-23,CUST0036,208.31,Shirts
2026-07-23,CUST0007,231.44,Saree
2026-07-23,CUST0013,235.13,Ethnic Wear
2026-07-23,CUST0091,250.57,Kurta
2026-07-23,CUST0068,220.02,Saree
2026-07-23,CUST0025,232.14,Trousers
2026-07-23,CUST0062,265.95,Trousers
2026-07-23,CUST0098,268.85,Saree
2026-07-23,CUST0148,234.42,Kurta
2026-07-23,CUST0155,335.41,Kids Wear
2026-07-23,CUST0125,390.41,Ethnic Wear
2026-07-23,CUST0076,195.14,Kids Wear
2026-07-24,CUST0146,308.39,Ethnic Wear
2026-07-24,CUST0039,286.52,Shirts
2026-07-24,CUST0020,236.69,Ethnic Wear
2026-07-24,CUST0088,264.48,Shirts
2026-07-24,CUST0010,237.89,Saree
2026-07-24,CUST0009,273.78,Kurta
2026-07-24,CUST0062,216.29,Shirts
2026-07-24,CUST0033,243.31,Kids Wear
2026-07-24,CUST0032,278.88,Shirts
2026-07-24,CUST0133,255.61,Saree
2026-07-24,CUST0149,341.43,Ethnic Wear
2026-07-24,CUST0133,335.82,Kurta
2026-07-24,CUST0014,252.79,Ethnic Wear
2026-07-24,CUST0112,247.86,Ethnic Wear
2026-07-24,CUST0062,196.65,Kurta
2026-07-24,CUST0024,266.94,Kids Wear
2026-07-24,CUST0074,206.88,Trousers
2026-07-25,CUST0144,335.71,Ethnic Wear
2026-07-25,CUST0058,236.85,Saree
2026-07-25,CUST0147,282.76,Kurta
2026-07-25,CUST0146,382.04,Kurta
2026-07-25,CUST0080,261.46,Shirts
2026-07-25,CUST0021,272.56,Shirts
2026-07-25,CUST0023,252.94,Saree
2026-07-25,CUST0011,228.26,Trousers
2026-07-25,CUST0028,184.02,Trousers
2026-07-25,CUST0098,205.42,Trousers
2026-07-25,CUST0055,252.15,Trousers
2026-07-25,CUST0095,191.03,Shirts
2026-07-25,CUST0058,269.22,Kids Wear
2026-07-25,CUST0100,251.13,Kurta
2026-07-25,CUST0102,259.29,Saree
2026-07-25,CUST0054,228.78,Saree
2026-07-25,CUST0125,302.92,Trousers
2026-07-25,CUST0039,210.88,Ethnic Wear
2026-07-26,CUST0085,183.31,Ethnic Wear
2026-07-26,CUST0131,277.32,Trousers
2026-07-26,CUST0106,244.16,Shirts
2026-07-26,CUST0020,251.74,Kids Wear
2026-07-26,CUST0134,297.69,Shirts
2026-07-26,CUST0134,318.77,Trousers
2026-07-26,CUST0070,202.39,Trousers
2026-07-26,CUST0026,232.77,Kurta
2026-07-26,CUST0135,321.16,Ethnic Wear
2026-07-26,CUST0102,234.18,Saree
2026-07-26,CUST0143,367.75,Saree
2026-07-26,CUST0010,233.61,Saree
2026-07-26,CUST0090,192.42,Ethnic Wear
2026-07-26,CUST0037,200.5,Saree
2026-07-26,CUST0038,275.72,Shirts
2026-07-26,CUST0138,252.08,Shirts
2026-07-26,CUST0119,244.6,Trousers
2026-07-26,CUST0157,317.92,Trousers
2026-07-27,CUST0057,233.43,Shirts
2026-07-27,CUST0089,258.88,Trousers
2026-07-27,CUST0052,210.36,Kids Wear
2026-07-27,CUST0065,247.6,Kurta
2026-07-27,CUST0057,221.74,Shirts
2026-07-27,CUST0138,327.6,Kurta
2026-07-27,CUST0077,222.15,Saree
2026-07-27,CUST0022,211.5,Ethnic Wear
2026-07-27,CUST0135,334.32,Kids Wear
2026-07-27,CUST0140,319.75,Trousers
2026-07-27,CUST0073,208.52,Kids Wear
2026-07-28,CUST0087,235.88,Ethnic Wear
2026-07-28,CUST0074,205.05,Saree
2026-07-28,CUST0156,393.01,Kids Wear
2026-07-28,CUST0003,284.12,Kids Wear
2026-07-28,CUST0087,221.16,Ethnic Wear
2026-07-28,CUST0074,217.51,Shirts
2026-07-28,CUST0042,232.32,Saree
2026-07-28,CUST0114,215.18,Kurta
2026-07-28,CUST0142,308.18,Kids Wear
2026-07-28,CUST0126,280.76,Shirts
2026-07-28,CUST0159,395.69,Kids Wear
2026-07-28,CUST0004,209.12,Shirts
2026-07-28,CUST0137,287.64,Kurta
2026-07-29,CUST0158,309.03,Trousers
2026-07-29,CUST0041,249.41,Trousers
2026-07-29,CUST0005,228.77,Kurta
2026-07-29,CUST0105,276.12,Ethnic Wear
2026-07-29,CUST0085,269.17,Kids Wear
2026-07-29,CUST0089,197.12,Kurta
2026-07-29,CUST0053,220.6,Trousers
2026-07-29,CUST0012,221.74,Kurta
2026-07-29,CUST0105,253.94,Kurta
2026-07-29,CUST0075,250.35,Kurta
2026-07-29,CUST0036,229.48,Trousers
2026-07-29,CUST0084,232.19,Kurta
2026-07-29,CUST0023,240.35,Kurta
2026-07-29,CUST0086,228.12,Shirts
2026-07-29,CUST0160,299.7,Ethnic Wear
2026-07-29,CUST0021,177.45,Trousers
2026-07-30,CUST0047,194.84,Saree
2026-07-30,CUST0152,269.94,Kurta
2026-07-30,CUST0142,319.73,Kurta
